20120201	1037724	y60913186790	1	2	0551	0551	0551	0551	01:25:26	01:27:12	106	1	91
20120201	815110	407590	1	1	0551	0551	0551	0551	03:45:34	03:45:43	9	1	660
20120201	832962	y27671937063	1	2	0551	0551	0551	0551	06:18:37	06:19:13	36	1	244
20120201	1325669	y57553761049	1	2	0551	0550	0551	0550	07:39:55	07:43:46	231	1	175
20120201	429052	539444	1	1	0551	0551	0551	0551	07:32:25	07:33:00	35	1	2483
20120201	815449	411660	1	1	0551	0551	0551	0551	06:32:28	06:32:49	21	1	196
20120201	1314859	y60559169308	1	3	0551	0551	0551	0551	08:10:26	08:10:37	11	1	107
20120201	811227	8582593	1	1	0551	0551	0551	0551	00:09:30	00:12:55	205	1	383
20120201	1039579	7711268	1	1	0551	0551	0551	0551	05:08:26	05:09:06	40	1	355
20120201	501699	5666142	1	1	0551	0551	0551	0551	08:48:54	08:49:37	43	1	303
